tau	mean			error
1	0.7509746519999999	0.007816139811844623
2	0.7694374559999995	0.007588161154295123
3	0.7824931819999996	0.007406996064355322
4	0.7967707480000009	0.007306010589646262
6	0.8261396479999992	0.006937040529249726
8	0.8471083539999997	0.0065813325618977086
12	0.877854217999999	0.00608909349545945
16	0.8967888639999996	0.005799101034818964
24	0.9090960219999994	0.005587323827547194
32	0.92090566	0.005234914422183099
48	0.929835714	0.0050061853948724444
64	0.9365012120000007	0.004800423721498129
96	0.9415057440000001	0.004599641012743258
128	0.9441423720000004	0.004514888657858632
192	0.9447374000000002	0.004436495763030956
256	0.9461793979999998	0.004423550546048928
384	0.9473984959999997	0.0043423953743502814
512	0.9483214000000003	0.00431832426199508
768	0.948573582	0.004298511116610182
1024	0.9484829940000001	0.004299337833350625
