tau	mean			error
1	1.0910645361961013	0.016384893746892594
2	1.0548834552274051	0.016054464893390862
3	1.0112061616768084	0.01580422674302106
4	0.979152616363199	0.0156818625422496
6	0.9113195495769956	0.015663431360513444
8	0.8303716802393567	0.01519356305188562
12	0.7102228848293006	0.01483157988504392
16	0.6194828197416586	0.014586882553883539
24	0.5171069574916122	0.013900823556512057
32	0.46081620503807447	0.013589561733985057
48	0.41321948905591827	0.012998189399160013
64	0.38245528469078244	0.012832381066056553
96	0.3486776743018645	0.012371119371265183
128	0.33165997788207213	0.012098223126983885
192	0.3192880134685249	0.012026840237973725
256	0.30994517707419794	0.01189744518213323
384	0.30306574932457675	0.0117438383549063
512	0.3014956496749035	0.011756738083745949
768	0.29612777457104306	0.011679439707534364
1024	0.2924987638335132	0.011642283499713534
