tau	mean			error
1	0.4455483560000003	0.00713827605068459
2	0.4604065959999999	0.007136939930385646
3	0.478683516	0.007180851763451875
4	0.4920440299999998	0.0072426158791499716
6	0.5205818839999998	0.007518050952710208
8	0.555527174	0.007599115956520336
12	0.6094492979999996	0.007788359212144223
16	0.6524732939999995	0.007911829308255946
24	0.7031897119999999	0.00781563670438984
32	0.7316193219999992	0.007799827897887571
48	0.7560069280000002	0.007605092543766315
64	0.772441698	0.007581010533606276
96	0.7901649359999996	0.0074242640954839765
128	0.799914538	0.0072918621343420345
192	0.8064520900000003	0.007278602448993298
256	0.811926816	0.007220373806984064
384	0.815436386	0.007167843315685932
512	0.8162193140000003	0.007172892731189311
768	0.8194945140000002	0.007129772805709541
1024	0.8215768159999999	0.007110240377358184
